yyyy,mm,dd,hh,wh(m),q(m3/s)
2016,8,30,22,737.542,2.247
2016,8,30,23,737.542,2.247
2016,8,31,0,737.542,2.247
2016,8,31,1,737.542,2.247
2016,8,31,2,737.541,2.236
2016,8,31,3,737.541,2.236
2016,8,31,4,737.541,2.236
2016,8,31,5,737.539,2.214
2016,8,31,6,737.539,2.214
2016,8,31,7,737.539,2.214
2016,8,31,8,737.539,2.214
2016,8,31,9,737.53,2.117
2016,8,31,10,737.53,2.117
2016,8,31,11,737.53,2.117
2016,8,31,12,737.53,2.117
2016,8,31,13,737.53,2.117
2016,8,31,14,737.53,2.117
2016,8,31,15,737.53,2.117
2016,8,31,16,737.53,2.117
2016,8,31,17,737.53,2.117
2016,8,31,18,737.53,2.117
2016,8,31,19,737.53,2.117
2016,8,31,20,737.53,2.117
2016,8,31,21,737.53,2.117
2016,8,31,22,737.53,2.117
2016,8,31,23,737.53,2.117
2016,9,1,0,737.52,2.012
2016,9,1,1,737.52,2.012
2016,9,1,2,737.52,2.012
2016,9,1,3,737.52,2.012
2016,9,1,4,737.52,2.012
2016,9,1,5,737.52,2.012
2016,9,1,6,737.52,2.012
2016,9,1,7,737.52,2.012
2016,9,1,8,737.51,1.911
2016,9,1,9,737.51,1.911
2016,9,1,10,737.51,1.911
2016,9,1,11,737.51,1.911
2016,9,1,12,737.51,1.911
2016,9,1,13,737.51,1.911
2016,9,1,14,737.51,1.911
2016,9,1,15,737.51,1.911
2016,9,1,16,737.51,1.911
2016,9,1,17,737.51,1.911
2016,9,1,18,737.51,1.911
2016,9,1,19,737.51,1.911
2016,9,1,20,737.51,1.911
2016,9,1,21,737.51,1.911
2016,9,1,22,737.51,1.911
2016,9,1,23,737.51,1.911
2016,9,2,0,737.51,1.911
2016,9,2,1,737.51,1.911
2016,9,2,2,737.5,1.812
2016,9,2,3,737.5,1.812
2016,9,2,4,737.5,1.812
2016,9,2,5,737.5,1.812
2016,9,2,6,737.5,1.812
2016,9,2,7,737.5,1.812
2016,9,2,8,737.5,1.812
2016,9,2,9,737.5,1.812
2016,9,2,10,737.5,1.812
2016,9,2,11,737.5,1.812
2016,9,2,12,737.5,1.812
2016,9,2,13,737.5,1.812
2016,9,2,14,737.5,1.812
2016,9,2,15,737.5,1.812
2016,9,2,16,737.5,1.812
2016,9,2,17,737.5,1.812
2016,9,2,18,737.5,1.812
2016,9,2,19,737.5,1.812
2016,9,2,20,737.5,1.812
2016,9,2,21,737.5,1.812
2016,9,2,22,737.5,1.812
2016,9,2,23,737.49,1.717
2016,9,3,0,737.5,1.812
2016,9,3,1,737.49,1.717
2016,9,3,2,737.49,1.717
2016,9,3,3,737.49,1.717
2016,9,3,4,737.49,1.717
2016,9,3,5,737.5,1.812
2016,9,3,6,737.5,1.812
2016,9,3,7,737.5,1.812
2016,9,3,8,737.5,1.812
2016,9,3,9,737.5,1.812
2016,9,3,10,737.5,1.812
2016,9,3,11,737.5,1.812
2016,9,3,12,737.5,1.812
2016,9,3,13,737.5,1.812
2016,9,3,14,737.5,1.812
2016,9,3,15,737.51,1.911
2016,9,3,16,737.51,1.911
2016,9,3,17,737.51,1.911
2016,9,3,18,737.51,1.911
2016,9,3,19,737.51,1.911
2016,9,3,20,737.51,1.911
2016,9,3,21,737.52,2.012
2016,9,3,22,737.52,2.012
2016,9,3,23,737.52,2.012
2016,9,4,0,737.52,2.012
2016,9,4,1,737.52,2.012
2016,9,4,2,737.52,2.012
2016,9,4,3,737.52,2.012
2016,9,4,4,737.53,2.117
2016,9,4,5,737.53,2.117
2016,9,4,6,737.53,2.117
2016,9,4,7,737.53,2.117
2016,9,4,8,737.53,2.117
2016,9,4,9,737.53,2.117
2016,9,4,10,737.53,2.117
2016,9,4,11,737.53,2.117
2016,9,4,12,737.54,2.225
2016,9,4,13,737.54,2.225
2016,9,4,14,737.54,2.225
2016,9,4,15,737.54,2.225
2016,9,4,16,737.54,2.225
2016,9,4,17,737.54,2.225
2016,9,4,18,737.54,2.225
2016,9,4,19,737.54,2.225
2016,9,4,20,737.54,2.225
2016,9,4,21,737.54,2.225
2016,9,4,22,737.54,2.225
2016,9,4,23,737.54,2.225
2016,9,5,0,737.54,2.225
2016,9,5,1,737.54,2.225
2016,9,5,2,737.54,2.225
2016,9,5,3,737.54,2.225
2016,9,5,4,737.54,2.225
2016,9,5,5,737.54,2.225
2016,9,5,6,737.54,2.225
2016,9,5,7,737.54,2.225
2016,9,5,8,737.54,2.225
2016,9,5,9,737.54,2.225
2016,9,5,10,737.54,2.225
2016,9,5,11,737.54,2.225
2016,9,5,12,737.54,2.225
2016,9,5,13,737.54,2.225
2016,9,5,14,737.54,2.225
2016,9,5,15,737.54,2.225
2016,9,5,16,737.54,2.225
2016,9,5,17,737.54,2.225
2016,9,5,18,737.54,2.225
2016,9,5,19,737.54,2.225
2016,9,5,20,737.54,2.225
2016,9,5,21,737.54,2.225
2016,9,5,22,737.54,2.225
2016,9,5,23,737.54,2.225
2016,9,6,0,737.54,2.225
2016,9,6,1,737.54,2.225
2016,9,6,2,737.54,2.225
2016,9,6,3,737.54,2.225
2016,9,6,4,737.54,2.225
2016,9,6,5,737.54,2.225
2016,9,6,6,737.54,2.225
2016,9,6,7,737.54,2.225
2016,9,6,8,737.54,2.225
2016,9,6,9,737.54,2.225
2016,9,6,10,737.54,2.225
2016,9,6,11,737.54,2.225
2016,9,6,12,737.53,2.117
2016,9,6,13,737.53,2.117
2016,9,6,14,737.54,2.225
2016,9,6,15,737.54,2.225
2016,9,6,16,737.54,2.225
2016,9,6,17,737.54,2.225
2016,9,6,18,737.53,2.117
2016,9,6,19,737.53,2.117
2016,9,6,20,737.53,2.117
2016,9,6,21,737.53,2.117
2016,9,6,22,737.53,2.117
2016,9,6,23,737.53,2.117
2016,9,7,0,737.53,2.117
2016,9,7,1,737.53,2.117
2016,9,7,2,737.53,2.117
2016,9,7,3,737.52,2.012
2016,9,7,4,737.52,2.012
2016,9,7,5,737.52,2.012
2016,9,7,6,737.52,2.012
2016,9,7,7,737.52,2.012
2016,9,7,8,737.52,2.012
2016,9,7,9,737.52,2.012
2016,9,7,10,737.52,2.012
2016,9,7,11,737.52,2.012
2016,9,7,12,737.52,2.012
2016,9,7,13,737.52,2.012
2016,9,7,14,737.52,2.012
2016,9,7,15,737.52,2.012
2016,9,7,16,737.52,2.012
2016,9,7,17,737.52,2.012
2016,9,7,18,737.52,2.012
2016,9,7,19,737.52,2.012
2016,9,7,20,737.52,2.012
2016,9,7,21,737.51,1.911
2016,9,7,22,737.51,1.911
2016,9,7,23,737.51,1.911
2016,9,8,0,737.51,1.911
2016,9,8,1,737.51,1.911
2016,9,8,2,737.51,1.911
2016,9,8,3,737.51,1.911
2016,9,8,4,737.51,1.911
2016,9,8,5,737.51,1.911
2016,9,8,6,737.51,1.911
2016,9,8,7,737.51,1.911
2016,9,8,8,737.51,1.911
2016,9,8,9,737.51,1.911
2016,9,8,10,737.51,1.911
2016,9,8,11,737.51,1.911
2016,9,8,12,737.51,1.911
2016,9,8,13,737.51,1.911
2016,9,8,14,737.51,1.911
2016,9,8,15,737.5,1.812
2016,9,8,16,737.5,1.812
2016,9,8,17,737.5,1.812
2016,9,8,18,737.5,1.812
2016,9,8,19,737.5,1.812
2016,9,8,20,737.5,1.812
2016,9,8,21,737.5,1.812
2016,9,8,22,737.5,1.812
2016,9,8,23,737.5,1.812
2016,9,9,0,737.5,1.812
2016,9,9,1,737.5,1.812
2016,9,9,2,737.5,1.812
2016,9,9,3,737.5,1.812
2016,9,9,4,737.5,1.812
2016,9,9,5,737.5,1.812
2016,9,9,6,737.5,1.812
2016,9,9,7,737.49,1.717
2016,9,9,8,737.49,1.717
2016,9,9,9,737.49,1.717
2016,9,9,10,737.5,1.812
2016,9,9,11,737.5,1.812
2016,9,9,12,737.5,1.812
2016,9,9,13,737.5,1.812
2016,9,9,14,737.5,1.812
2016,9,9,15,737.5,1.812
2016,9,9,16,737.5,1.812
2016,9,9,17,737.51,1.911
2016,9,9,18,737.51,1.911
2016,9,9,19,737.51,1.911
2016,9,9,20,737.51,1.911
2016,9,9,21,737.51,1.911
2016,9,9,22,737.51,1.911
2016,9,9,23,737.51,1.911
2016,9,10,0,737.52,2.012
2016,9,10,1,737.52,2.012
2016,9,10,2,737.52,2.012
2016,9,10,3,737.52,2.012
2016,9,10,4,737.52,2.012
2016,9,10,5,737.52,2.012
2016,9,10,6,737.53,2.117
2016,9,10,7,737.53,2.117
2016,9,10,8,737.53,2.117
2016,9,10,9,737.53,2.117
2016,9,10,10,737.53,2.117
2016,9,10,11,737.53,2.117
2016,9,10,12,737.53,2.117
2016,9,10,13,737.53,2.117
2016,9,10,14,737.53,2.117
2016,9,10,15,737.53,2.117
2016,9,10,16,737.53,2.117
2016,9,10,17,737.54,2.225
2016,9,10,18,737.54,2.225
2016,9,10,19,737.54,2.225
2016,9,10,20,737.54,2.225
2016,9,10,21,737.54,2.225
2016,9,10,22,737.54,2.225
2016,9,10,23,737.54,2.225
2016,9,11,0,737.54,2.225
2016,9,11,1,737.54,2.225
2016,9,11,2,737.54,2.225
2016,9,11,3,737.54,2.225
2016,9,11,4,737.55,2.337
2016,9,11,5,737.55,2.337
2016,9,11,6,737.55,2.337
2016,9,11,7,737.55,2.337
2016,9,11,8,737.564,2.452
2016,9,11,9,737.564,2.452
2016,9,11,10,737.564,2.452
2016,9,11,11,737.564,2.452
2016,9,11,12,737.564,2.452
2016,9,11,13,737.57,2.506
2016,9,11,14,737.57,2.506
2016,9,11,15,737.57,2.506
2016,9,11,16,737.58,2.603
2016,9,11,17,737.59,2.702
2016,9,11,18,737.59,2.702
2016,9,11,19,737.6,2.803
2016,9,11,20,737.6,2.803
2016,9,11,21,737.61,2.906
2016,9,11,22,737.61,2.906
2016,9,11,23,737.62,3.011
2016,9,12,0,737.62,3.011
2016,9,12,1,737.62,3.011
2016,9,12,2,737.63,3.118
2016,9,12,3,737.63,3.118
2016,9,12,4,737.63,3.118
2016,9,12,5,737.64,3.227
2016,9,12,6,737.64,3.227
2016,9,12,7,737.64,3.227
2016,9,12,8,737.64,3.227
2016,9,12,9,737.64,3.227
2016,9,12,10,737.65,3.338
2016,9,12,11,737.65,3.338
2016,9,12,12,737.65,3.338
2016,9,12,13,737.65,3.338
2016,9,12,14,737.65,3.338
2016,9,12,15,737.65,3.338
2016,9,12,16,737.65,3.338
2016,9,12,17,737.65,3.338
2016,9,12,18,737.65,3.338
2016,9,12,19,737.65,3.338
2016,9,12,20,737.65,3.338
2016,9,12,21,737.65,3.338
2016,9,12,22,737.65,3.338
2016,9,12,23,737.65,3.338
2016,9,13,0,737.65,3.338
2016,9,13,1,737.65,3.338
2016,9,13,2,737.65,3.338
2016,9,13,3,737.65,3.338
2016,9,13,4,737.65,3.338
2016,9,13,5,737.65,3.338
2016,9,13,6,737.65,3.338
2016,9,13,7,737.65,3.338
2016,9,13,8,737.65,3.338
2016,9,13,9,737.65,3.338
2016,9,13,10,737.65,3.338
2016,9,13,11,737.65,3.338
2016,9,13,12,737.65,3.338
2016,9,13,13,737.65,3.338
2016,9,13,14,737.65,3.338
2016,9,13,15,737.65,3.338
2016,9,13,16,737.65,3.338
2016,9,13,17,737.64,3.227
2016,9,13,18,737.64,3.227
2016,9,13,19,737.64,3.227
2016,9,13,20,737.64,3.227
2016,9,13,21,737.64,3.227
2016,9,13,22,737.64,3.227
2016,9,13,23,737.64,3.227
2016,9,14,0,737.64,3.227
2016,9,14,1,737.64,3.227
2016,9,14,2,737.63,3.118
2016,9,14,3,737.63,3.118
2016,9,14,4,737.63,3.118
2016,9,14,5,737.63,3.118
2016,9,14,6,737.63,3.118
2016,9,14,7,737.63,3.118
2016,9,14,8,737.63,3.118
2016,9,14,9,737.63,3.118
2016,9,14,10,737.63,3.118
2016,9,14,11,737.63,3.118
2016,9,14,12,737.63,3.118
2016,9,14,13,737.62,3.011
2016,9,14,14,737.62,3.011
2016,9,14,15,737.62,3.011
2016,9,14,16,737.62,3.011
2016,9,14,17,737.62,3.011
2016,9,14,18,737.62,3.011
2016,9,14,19,737.62,3.011
2016,9,14,20,737.62,3.011
2016,9,14,21,737.62,3.011
2016,9,14,22,737.61,2.906
2016,9,14,23,737.61,2.906
2016,9,15,0,737.61,2.906
2016,9,15,1,737.61,2.906
2016,9,15,2,737.61,2.906
2016,9,15,3,737.61,2.906
2016,9,15,4,737.61,2.906
2016,9,15,5,737.61,2.906
2016,9,15,6,737.61,2.906
2016,9,15,7,737.6,2.803
2016,9,15,8,737.6,2.803
2016,9,15,9,737.6,2.803
2016,9,15,10,737.6,2.803
2016,9,15,11,737.6,2.803
2016,9,15,12,737.6,2.803
2016,9,15,13,737.6,2.803
2016,9,15,14,737.6,2.803
2016,9,15,15,737.6,2.803
2016,9,15,16,737.6,2.803
2016,9,15,17,737.6,2.803
2016,9,15,18,737.6,2.803
2016,9,15,19,737.59,2.702
2016,9,15,20,737.59,2.702
2016,9,15,21,737.59,2.702
2016,9,15,22,737.59,2.702
2016,9,15,23,737.59,2.702
2016,9,16,0,737.59,2.702
2016,9,16,1,737.59,2.702
2016,9,16,2,737.59,2.702
2016,9,16,3,737.59,2.702
2016,9,16,4,737.59,2.702
2016,9,16,5,737.59,2.702
2016,9,16,6,737.58,2.603
2016,9,16,7,737.58,2.603
2016,9,16,8,737.58,2.603
2016,9,16,9,737.58,2.603
2016,9,16,10,737.58,2.603
2016,9,16,11,737.58,2.603
2016,9,16,12,737.58,2.603
2016,9,16,13,737.58,2.603
2016,9,16,14,737.58,2.603
2016,9,16,15,737.58,2.603
2016,9,16,16,737.58,2.603
2016,9,16,17,737.57,2.506
2016,9,16,18,737.57,2.506
2016,9,16,19,737.57,2.506
2016,9,16,20,737.57,2.506
2016,9,16,21,737.57,2.506
2016,9,16,22,737.57,2.506
2016,9,16,23,737.57,2.506
2016,9,17,0,737.57,2.506
2016,9,17,1,737.57,2.506
2016,9,17,2,737.57,2.506
2016,9,17,3,737.57,2.506
2016,9,17,4,737.57,2.506
2016,9,17,5,737.57,2.506
2016,9,17,6,737.57,2.506
2016,9,17,7,737.564,2.452
2016,9,17,8,737.564,2.452
2016,9,17,9,737.564,2.452
2016,9,17,10,737.564,2.452
2016,9,17,11,737.564,2.452
2016,9,17,12,737.564,2.452
2016,9,17,13,737.564,2.452
2016,9,17,14,737.564,2.452
2016,9,17,15,737.564,2.452
2016,9,17,16,737.564,2.452
2016,9,17,17,737.564,2.452
2016,9,17,18,737.564,2.452
2016,9,17,19,737.564,2.452
2016,9,17,20,737.55,2.337
2016,9,17,21,737.55,2.337
2016,9,17,22,737.55,2.337
2016,9,17,23,737.55,2.337
2016,9,18,0,737.55,2.337
2016,9,18,1,737.55,2.337
2016,9,18,2,737.55,2.337
2016,9,18,3,737.55,2.337
2016,9,18,4,737.55,2.337
2016,9,18,5,737.55,2.337
2016,9,18,6,737.55,2.337
2016,9,18,7,737.55,2.337
2016,9,18,8,737.55,2.337
2016,9,18,9,737.55,2.337
2016,9,18,10,737.55,2.337
2016,9,18,11,737.55,2.337
2016,9,18,12,737.55,2.337
2016,9,18,13,737.55,2.337
2016,9,18,14,737.54,2.225
2016,9,18,15,737.54,2.225
2016,9,18,16,737.54,2.225
2016,9,18,17,737.54,2.225
2016,9,18,18,737.54,2.225
2016,9,18,19,737.54,2.225
2016,9,18,20,737.54,2.225
2016,9,18,21,737.54,2.225
2016,9,18,22,737.54,2.225
2016,9,18,23,737.54,2.225
2016,9,19,0,737.54,2.225
2016,9,19,1,737.54,2.225
2016,9,19,2,737.54,2.225
2016,9,19,3,737.54,2.225
2016,9,19,4,737.53,2.117
2016,9,19,5,737.53,2.117
2016,9,19,6,737.53,2.117
2016,9,19,7,737.53,2.117
2016,9,19,8,737.53,2.117
2016,9,19,9,737.53,2.117
2016,9,19,10,737.53,2.117
2016,9,19,11,737.53,2.117
2016,9,19,12,737.53,2.117
2016,9,19,13,737.53,2.117
2016,9,19,14,737.53,2.117
2016,9,19,15,737.53,2.117
2016,9,19,16,737.53,2.117
2016,9,19,17,737.53,2.117
2016,9,19,18,737.53,2.117
2016,9,19,19,737.53,2.117
2016,9,19,20,737.53,2.117
2016,9,19,21,737.53,2.117
2016,9,19,22,737.53,2.117
2016,9,19,23,737.53,2.117
2016,9,20,0,737.52,2.012
2016,9,20,1,737.52,2.012
2016,9,20,2,737.52,2.012
2016,9,20,3,737.52,2.012
2016,9,20,4,737.52,2.012
2016,9,20,5,737.52,2.012
2016,9,20,6,737.52,2.012
2016,9,20,7,737.52,2.012
2016,9,20,8,737.52,2.012
2016,9,20,9,737.52,2.012
2016,9,20,10,737.52,2.012
2016,9,20,11,737.52,2.012
2016,9,20,12,737.52,2.012
2016,9,20,13,737.52,2.012
2016,9,20,14,737.52,2.012
2016,9,20,15,737.52,2.012
2016,9,20,16,737.52,2.012
2016,9,20,17,737.52,2.012
2016,9,20,18,737.52,2.012
2016,9,20,19,737.51,1.911
2016,9,20,20,737.51,1.911
2016,9,20,21,737.51,1.911
2016,9,20,22,737.51,1.911
2016,9,20,23,737.51,1.911
2016,9,21,0,737.51,1.911
2016,9,21,1,737.51,1.911
2016,9,21,2,737.51,1.911
2016,9,21,3,737.51,1.911
2016,9,21,4,737.51,1.911
2016,9,21,5,737.51,1.911
2016,9,21,6,737.51,1.911
2016,9,21,7,737.51,1.911
2016,9,21,8,737.51,1.911
2016,9,21,9,737.51,1.911
2016,9,21,10,737.51,1.911
2016,9,21,11,737.51,1.911
2016,9,21,12,737.51,1.911
2016,9,21,13,737.51,1.911
2016,9,21,14,737.51,1.911
2016,9,21,15,737.51,1.911
2016,9,21,16,737.51,1.911
2016,9,21,17,737.51,1.911
2016,9,21,18,737.51,1.911
2016,9,21,19,737.51,1.911
2016,9,21,20,737.5,1.812
2016,9,21,21,737.5,1.812
2016,9,21,22,737.5,1.812
2016,9,21,23,737.51,1.911
2016,9,22,0,737.5,1.812
2016,9,22,1,737.5,1.812
2016,9,22,2,737.5,1.812
2016,9,22,3,737.5,1.812
2016,9,22,4,737.5,1.812
2016,9,22,5,737.5,1.812
2016,9,22,6,737.5,1.812
2016,9,22,7,737.5,1.812
2016,9,22,8,737.5,1.812
2016,9,22,9,737.5,1.812
2016,9,22,10,737.5,1.812
2016,9,22,11,737.5,1.812
2016,9,22,12,737.5,1.812
2016,9,22,13,737.5,1.812
2016,9,22,14,737.5,1.812
2016,9,22,15,737.5,1.812
2016,9,22,16,737.5,1.812
2016,9,22,17,737.5,1.812
2016,9,22,18,737.5,1.812
2016,9,22,19,737.5,1.812
2016,9,22,20,737.5,1.812
2016,9,22,21,737.5,1.812
2016,9,22,22,737.5,1.812
2016,9,22,23,737.5,1.812
2016,9,23,0,737.5,1.812
2016,9,23,1,737.5,1.812
2016,9,23,2,737.5,1.812
2016,9,23,3,737.5,1.812
2016,9,23,4,737.5,1.812
2016,9,23,5,737.5,1.812
2016,9,23,6,737.5,1.812
2016,9,23,7,737.51,1.911
2016,9,23,8,737.5,1.812
2016,9,23,9,737.51,1.911
2016,9,23,10,737.51,1.911
2016,9,23,11,737.51,1.911
2016,9,23,12,737.51,1.911
2016,9,23,13,737.51,1.911
2016,9,23,14,737.51,1.911
2016,9,23,15,737.51,1.911
2016,9,23,16,737.51,1.911
2016,9,23,17,737.51,1.911
2016,9,23,18,737.51,1.911
2016,9,23,19,737.51,1.911
2016,9,23,20,737.51,1.911
2016,9,23,21,737.51,1.911
2016,9,23,22,737.51,1.911
2016,9,23,23,737.51,1.911
2016,9,24,0,737.51,1.911
2016,9,24,1,737.52,2.012
2016,9,24,2,737.52,2.012
2016,9,24,3,737.52,2.012
2016,9,24,4,737.52,2.012
2016,9,24,5,737.52,2.012
2016,9,24,6,737.52,2.012
2016,9,24,7,737.52,2.012
2016,9,24,8,737.52,2.012
2016,9,24,9,737.52,2.012
2016,9,24,10,737.52,2.012
2016,9,24,11,737.52,2.012
2016,9,24,12,737.52,2.012
2016,9,24,13,737.52,2.012
2016,9,24,14,737.52,2.012
2016,9,24,15,737.52,2.012
2016,9,24,16,737.52,2.012
2016,9,24,17,737.52,2.012
2016,9,24,18,737.52,2.012
2016,9,24,19,737.52,2.012
2016,9,24,20,737.52,2.012
2016,9,24,21,737.52,2.012
2016,9,24,22,737.52,2.012
2016,9,24,23,737.52,2.012
2016,9,25,0,737.52,2.012
2016,9,25,1,737.52,2.012
2016,9,25,2,737.52,2.012
2016,9,25,3,737.52,2.012
2016,9,25,4,737.52,2.012
2016,9,25,5,737.52,2.012
2016,9,25,6,737.52,2.012
2016,9,25,7,737.52,2.012
2016,9,25,8,737.52,2.012
2016,9,25,9,737.52,2.012
2016,9,25,10,737.52,2.012
2016,9,25,11,737.52,2.012
2016,9,25,12,737.52,2.012
2016,9,25,13,737.52,2.012
2016,9,25,14,737.52,2.012
2016,9,25,15,737.52,2.012
2016,9,25,16,737.52,2.012
2016,9,25,17,737.52,2.012
2016,9,25,18,737.52,2.012
2016,9,25,19,737.52,2.012
2016,9,25,20,737.52,2.012
2016,9,25,21,737.52,2.012
2016,9,25,22,737.52,2.012
2016,9,25,23,737.52,2.012
2016,9,26,0,737.52,2.012
2016,9,26,1,737.52,2.012
2016,9,26,2,737.52,2.012
2016,9,26,3,737.52,2.012
2016,9,26,4,737.52,2.012
2016,9,26,5,737.52,2.012
2016,9,26,6,737.52,2.012
2016,9,26,7,737.52,2.012
2016,9,26,8,737.51,1.911
2016,9,26,9,737.52,2.012
2016,9,26,10,737.51,1.911
2016,9,26,11,737.51,1.911
2016,9,26,12,737.51,1.911
2016,9,26,13,737.51,1.911
2016,9,26,14,737.51,1.911
2016,9,26,15,737.51,1.911
2016,9,26,16,737.51,1.911
2016,9,26,17,737.51,1.911
2016,9,26,18,737.51,1.911
2016,9,26,19,737.51,1.911
2016,9,26,20,737.51,1.911
2016,9,26,21,737.51,1.911
2016,9,26,22,737.51,1.911
2016,9,26,23,737.51,1.911
2016,9,27,0,737.51,1.911
2016,9,27,1,737.51,1.911
2016,9,27,2,737.51,1.911
2016,9,27,3,737.51,1.911
2016,9,27,4,737.51,1.911
2016,9,27,5,737.51,1.911
2016,9,27,6,737.51,1.911
2016,9,27,7,737.51,1.911
2016,9,27,8,737.51,1.911
2016,9,27,9,737.51,1.911
2016,9,27,10,737.51,1.911
2016,9,27,11,737.51,1.911
2016,9,27,12,737.51,1.911
2016,9,27,13,737.51,1.911
2016,9,27,14,737.51,1.911
2016,9,27,15,737.51,1.911
2016,9,27,16,737.51,1.911
2016,9,27,17,737.51,1.911
2016,9,27,18,737.51,1.911
2016,9,27,19,737.51,1.911
2016,9,27,20,737.51,1.911
2016,9,27,21,737.52,2.012
2016,9,27,22,737.51,1.911
2016,9,27,23,737.51,1.911
2016,9,28,0,737.51,1.911
2016,9,28,1,737.5,1.812
2016,9,28,2,737.5,1.812
2016,9,28,3,737.5,1.812
2016,9,28,4,737.5,1.812
2016,9,28,5,737.5,1.812
2016,9,28,6,737.5,1.812
2016,9,28,7,737.5,1.812
2016,9,28,8,737.5,1.812
2016,9,28,9,737.5,1.812
2016,9,28,10,737.5,1.812
2016,9,28,11,737.5,1.812
2016,9,28,12,737.5,1.812
2016,9,28,13,737.5,1.812
2016,9,28,14,737.5,1.812
2016,9,28,15,737.5,1.812
2016,9,28,16,737.5,1.812
2016,9,28,17,737.5,1.812
2016,9,28,18,737.5,1.812
2016,9,28,19,737.5,1.812
2016,9,28,20,737.5,1.812
2016,9,28,21,737.5,1.812
2016,9,28,22,737.5,1.812
2016,9,28,23,737.5,1.812
2016,9,29,0,737.5,1.812
2016,9,29,1,737.5,1.812
2016,9,29,2,737.5,1.812
2016,9,29,3,737.5,1.812
2016,9,29,4,737.5,1.812
2016,9,29,5,737.5,1.812
2016,9,29,6,737.5,1.812
2016,9,29,7,737.5,1.812
2016,9,29,8,737.51,1.911
2016,9,29,9,737.5,1.812
2016,9,29,10,737.51,1.911
2016,9,29,11,737.51,1.911
2016,9,29,12,737.5,1.812
2016,9,29,13,737.5,1.812
2016,9,29,14,737.5,1.812
2016,9,29,15,737.51,1.911
2016,9,29,16,737.51,1.911
2016,9,29,17,737.51,1.911
2016,9,29,18,737.51,1.911
2016,9,29,19,737.51,1.911
2016,9,29,20,737.51,1.911
2016,9,29,21,737.51,1.911
2016,9,29,22,737.51,1.911
2016,9,29,23,737.51,1.911
